Id,Label,timeset,latitude,longitude,indegree,outdegree,Degree,clustering,triangles,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks
OUD,OUD,,34.787201,-1.92399,9,9,18,0.333333,12,8,0.277822,0.298788,20.252312,2,0.000173
RBA,RBA,,34.051498,-6.75152,9,9,18,0.472222,17,8,0.30001,0.322233,31.188088,2,0.000175
CMN,CMN,,33.3675,-7.58997,86,85,171,0.218559,895,8,0.342845,0.379866,37753.411969,2,0.001794
RAK,RAK,,31.606899,-8.0363,48,49,97,0.433673,510,8,0.31156,0.341743,2113.274784,2,0.000736
OZZ,OZZ,,30.9391,-6.90943,2,2,4,1,1,9,0.260639,0.277666,0,2,0.00008
AHU,AHU,,35.177101,-3.83952,1,1,2,1,1,9,0.255354,0.269095,0,2,0.000111
TTU,TTU,,35.594299,-5.32002,1,1,2,1,1,9,0.255354,0.269095,0,2,0.000111
TNG,TNG,,35.726898,-5.91689,12,12,24,0.712121,47,8,0.308839,0.331808,22.853262,2,0.000219
ZIG,ZIG,,12.5556,-16.281799,1,2,3,1,1,9,0.245707,0.257188,0,4,0.000115
CSK,CSK,,12.4102,-16.746099,1,1,2,1,1,9,0.245707,0.257188,0,4,0.000115
DKR,DKR,,14.7397,-17.4902,31,31,62,0.354839,176,8,0.325678,0.353975,9040.169558,4,0.000705
NKC,NKC,,18.0982,-15.9485,9,9,18,0.555556,20,8,0.294812,0.314133,547.010792,4,0.000233
NDB,NDB,,20.9331,-17.030001,3,3,6,0.666667,2,9,0.240746,0.254725,7.611517,4,0.000116
SID,SID,,16.7414,-22.9494,9,15,24,0.583333,70,8,0.306972,0.330072,2253.053203,2,0.000308
BVC,BVC,,16.136499,-22.888901,13,6,19,0.641026,50,8,0.304449,0.326493,45.95532,2,0.000234
MMO,MMO,,15.1559,-23.213699,1,1,2,0,0,9,0.232119,0.241229,0,4,0.000071
SNE,SNE,,16.5884,-24.2847,2,2,4,1,1,9,0.234908,0.244856,0,2,0.000088
VXE,VXE,,16.8332,-25.0553,6,4,10,0.666667,10,8,0.300726,0.320468,986.074702,2,0.00017
ADD,ADD,,8.97789,38.799301,70,65,135,0.16933,445,7,0.344571,0.379986,59651.425498,4,0.002006
AMH,AMH,,6.03939,37.5905,2,1,3,1,1,8,0.25631,0.26968,0,4,0.000123
AXU,AXU,,14.1468,38.7728,2,2,4,1,1,8,0.25631,0.26968,0,4,0.000117
BJR,BJR,,11.6081,37.321602,1,2,3,1,1,8,0.25631,0.26968,0,4,0.000117
DIR,DIR,,9.6247,41.854198,3,3,6,0.666667,2,8,0.256456,0.27013,2.985714,4,0.000152
GMB,GMB,,8.12876,34.563099,1,2,3,1,1,8,0.25631,0.26968,0,4,0.000123
GDQ,GDQ,,12.5199,37.433998,2,2,4,1,1,8,0.25631,0.26968,0,4,0.000117
JIM,JIM,,7.66609,36.816601,1,2,3,1,1,8,0.25631,0.26968,0,4,0.000123
LLI,LLI,,11.975,38.98,3,3,6,0.5,3,8,0.256352,0.269998,1.5,4,0.00022
MQX,MQX,,13.4674,39.533501,1,1,2,0,0,8,0.256289,0.269521,0,4,0.000071
ASO,ASO,,10.0185,34.5863,2,1,3,1,1,8,0.25631,0.26968,0,4,0.000123
BJM,BJM,,-3.32402,29.318501,4,3,7,1,6,8,0.274934,0.292779,0,4,0.000132
HGA,HGA,,9.51817,44.088799,7,5,12,0.535714,15,8,0.29186,0.309897,400.815319,4,0.00025
BBO,BBO,,10.3892,44.941101,5,6,11,0.428571,9,8,0.288993,0.305813,2874.164655,4,0.000232
ABS,ABS,,22.375999,31.6117,1,1,2,0,0,9,0.21253,0.219856,0,4,0.000093
CAI,CAI,,30.121901,31.4056,80,79,159,0.276582,874,7,0.350791,0.389333,24740.054146,4,0.001575
HRG,HRG,,27.178301,33.7994,25,26,51,0.498462,162,8,0.309355,0.33668,158.140621,2,0.000421
LXR,LXR,,25.671,32.7066,6,6,12,0.933333,14,8,0.303451,0.322755,0.666539,4,0.00015
ASW,ASW,,23.964399,32.82,3,3,6,0.333333,1,8,0.269867,0.285283,3147,4,0.000163
EDL,EDL,,0.404458,35.238899,3,2,5,0.666667,2,9,0.251157,0.264563,0.5,4,0.000172
KIS,KIS,,-0.086139,34.728901,1,2,3,1,1,9,0.251137,0.264404,0,4,0.000119
KTL,KTL,,0.971989,34.958599,1,1,2,0,0,10,0.187336,0.193234,0,4,0.000116
LOK,LOK,,3.12197,35.6087,2,1,3,1,1,9,0.251137,0.264404,0,4,0.000119
LAU,LAU,,-2.25242,40.913101,2,2,4,1,1,10,0.201086,0.20842,0,4,0.000177
MBA,MBA,,-4.03483,39.5942,8,9,17,0.638889,23,8,0.309507,0.3301,442.325836,4,0.000247
WIL,WIL,,-1.32172,36.8148,11,10,21,0.054545,3,9,0.230505,0.242224,22386.212249,4,0.000895
WJR,WJR,,1.73324,40.091599,5,4,9,0.5,5,9,0.251578,0.265701,1047.122111,4,0.000235
GHT,GHT,,25.145599,10.1426,1,1,2,0,0,9,0.240324,0.250393,0,4,0.000069
AKF,AKF,,24.178699,23.313999,2,2,4,1,1,9,0.240342,0.250551,0,4,0.000089
BEN,BEN,,32.096802,20.269501,11,11,22,0.563636,31,8,0.290031,0.312066,652.51541,4,0.000263
TIP,TIP,,32.663502,13.159,24,24,48,0.333333,92,8,0.316318,0.340827,11416.535378,4,0.000604
LTD,LTD,,30.151699,9.71531,1,1,2,0,0,9,0.240324,0.250393,0,4,0.000069
KGL,KGL,,-1.96863,30.1395,17,16,33,0.463235,63,8,0.310209,0.334135,3529.400581,4,0.000465
KME,KME,,-2.46224,28.9079,1,1,2,0,0,9,0.236781,0.24684,0,4,0.00007
ELF,ELF,,13.6149,25.3246,1,1,2,0,0,9,0.230961,0.240634,0,4,0.000071
JUB,JUB,,4.87201,31.601101,8,7,15,0.785714,22,8,0.291535,0.309606,51.336657,4,0.000227
KRT,KRT,,15.5895,32.5532,21,21,42,0.380952,88,8,0.300296,0.323135,9691.133749,4,0.000615
ARK,ARK,,-3.36779,36.633301,1,1,2,1,1,9,0.239994,0.250206,0,4,0.0001
DAR,DAR,,-6.87811,39.202599,18,21,39,0.309524,65,8,0.310301,0.334559,10498.042578,4,0.000663
JRO,JRO,,-3.42941,37.074501,11,9,20,0.545455,30,8,0.298813,0.321417,24104.718609,4,0.000361
MYW,MYW,,-10.3391,40.181801,1,1,2,0,0,9,0.236834,0.246962,0,4,0.000074
